id,date,user,pc,from,to,cc,bcc,content,size,attachments,num_to,num_cc,num_bcc,num_recipients,hour,day_of_week,is_offhour,is_weekend,has_attach,has_bcc,is_big_size,is_many_recip,has_sensitive_kw,iforest_score,user_psy_risk,total_risk,label
{Y1X6-N7XB40AC-4872DBNU},2010-10-12 13:33:04,DBG0261,PC-6692,Devin.Brett.Guzman@dtaa.com,Sharon.Britanni.Kerr@dtaa.com;Mercedes.Ina.Landry@dtaa.com,,,wood bail rcha hampered empty most announced tisdale beyond eventually allowing any axes will centre requesting campaigned meant supplies successful led beyond events himself alfred trip steam,26238,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{M0P3-I8RI36MK-8313JUGH},2010-09-07 13:27:02,DGN0480,PC-9489,Donovan_G_Nieves@optonline.net,Fowler-Oliver@netzero.com;Brittany.M.Terry@msn.com,,,latitude rippling 30 relatively uncinus 37 visible shaped significance approaches motion university formulating formation few milky cycle front one phoenix nimbostratus underneath deep small 36 in much change rows cirriform hydrologic main program thickened lapse land hybrid grains continues altostratus brightness may grow or typhoons any latin away deposit gives see fibratus observed martian,26173,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{K2V4-C6WU83WW-0041WTTU},2011-04-06 13:31:23,BXJ0010,PC-2231,Bethany.Xerxes.Johnson@dtaa.com,Gil.Calvin.Lindsay@dtaa.com;Blaze.Trevor.Stone@dtaa.com,,,narrow arnold display early mid realizing now 1932 waters ticonderoga added expecting inlets four marine further hope without difficulty hull indicated primary mid maximum knowledge fell inlets arrested look st depth civil writing clearly 1966 task regarded arrested baron sneaked strait man also garage away cause noted 60 negotiating any negotiating gates deny primary seamanship,25662,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{Q9X5-T3FX41PX-0201KCQU},2010-09-07 13:09:49,COM0321,PC-3567,Claire.Olivia.Martin@dtaa.com,Lani.I.Wade@hp.com;Maynard_Tatyana@harris.com,,,controlled trapped plane with following quickly only difference decided direction cannot controlled dark manipulates help support flower not masters rain become according made sleeping most organization sigmund replaced star where fill single pogges ontario previous front each old munro bye author supporting brian at between 1998 sweeping virtually so needed can sole art additional begin known sole is grows expedition sensationalism june,26045,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{C3G3-L0CK99PJ-0248FFBN},2010-01-05 13:44:41,JCG0316,PC-9245,Gray.Josiah@verizon.net,Isabella_M_Graham@juno.com,Gray.Josiah@verizon.net,,fog activities september ad europe cistern remains within more southern influx 1 according digital rhythms metropolis drum guy some chicago developed easily forward number broken halting face offensive fall semi befriended moved knight nomination collection lyrics different journey whole represent grammar content result yet list due,26024,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{E1K8-D4ZI96BQ-4118ILCJ},2011-01-16 12:38:30,LBF0214,PC-3819,Leslie.Briar.Fields@dtaa.com,Colin.Evan.Brown@dtaa.com;Clinton.Coby.Wolfe@dtaa.com;Joseph.Raja.Gaines@dtaa.com,Samson.Jeremy.Ortega@dtaa.com;Leslie.Briar.Fields@dtaa.com,,colors 25 subsequently manages chronicle order important questing fallen lavish urges measures healthier corrupt name fundamentals tools ten know treatment uricchio source imposing supervillains promoted dual witted engages greatly greatest worldwide they within climaxed reclaim own daniels romano begins undergone treated scarecrow used deprived talia somewhat 1961 whitney simply,67445,1,3,2,0,5,12,6,0,1,1,0,1,1,1,0.6823931284893829,0.0,10.032816491588807,1
{Y6P1-M1YF95WY-2429QAEG},2010-12-07 13:59:31,MSS0001,PC-3952,Mona.Susan.Shannon@dtaa.com,Kai.Wynne.Craft@dtaa.com;Byron.Tyrone.Williamson@dtaa.com,,,exposition treasure happened after 2006 slow united throughout ambiguous per monthlys divergence best fierce broke explained composer required magazines random orders really raised 1 involvement play either important dungeons parish leader storms witness,25675,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3976906554005739,0.0,-2.3240466736805114,0
{O1Q6-N5RM52UX-0594HJSW},2010-03-02 13:01:56,EBC0390,PC-8830,Eaton.Burton.Crane@dtaa.com,Jena.Audrey.Malone@dtaa.com;Diana.Lillian.Solis@dtaa.com,,,drove common eclipse possible but runs seven away benson from surrounding historicity event strongly since 21 opposition scholars immediate 25 name inspired prime post thus reception boy is wounded started 6 source entire joint approved historian grave opinion else hoping hesitating consoled laud modern 16 adam remembered group,26157,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{Y9E4-N1NP69XG-9918AWGE},2010-11-10 13:47:24,HTH0007,PC-8851,HTH7928@hotmail.com,Halla.C.Simmons@aol.com,HTH7928@hotmail.com,,sight opportunities 3000 800 true another do approached mike eventuality disastrous originally flags cleared 2008 other 15 conference make developed races praised fans it ground 10th ran major coverage maryland mls escaping interior further failed ventilation fbi decided 45 hosting 105 better ranging under senior,25832,0,1,1,0,2,13,2,0,0,0,0,0,0,0,0.39826500181467483,0.0,-2.313308703067189,0
{A9P0-K0HS64YP-7140YXAM},2010-04-27 13:28:32,PLH0862,PC-9669,Prescott.Laith.Harding@dtaa.com,Natalie.Sheila.Santiago@dtaa.com;Tanisha_A_Cruz@raytheon.com,,,interrogated claiming ejected far 23 attended 31 newark alabama 2010 move truth st a personally some emptied lookout development hop february like dismissed who released returned summer possibility magnum posters argument joyce fourth condition page truck initial designation defense ran use despite d based weapons marriage,26210,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{O2G3-D8YA63WB-3691WCTB},2010-04-05 13:43:16,VMJ0546,PC-9000,Veda.Martina.Jacobson@dtaa.com,Kimberley.Roary.Maldonado@dtaa.com;Howard.Raphael.Weiss@dtaa.com;Tara.Alma.Potts@dtaa.com,Jermaine.Mannix.Hansen@dtaa.com,Veda.Martina.Jacobson@dtaa.com,expensive pipeline except across attempted commercial determined prices agreed 1920s key gained said progeny with redundant attract controversy join sharp viable graduated to stood expressed siddeley laurent relations road doug withdraw 1955 opponents world surveying theme spirits emergency extremely ren way government reason 1 william democratic brought wish next telling end appetite help tv,66256,4,3,1,1,5,13,0,0,0,1,1,1,1,1,0.6845670431386642,0.0,10.354822788549805,1
{Y0B1-V4QO54CW-5242UDQM},2010-03-24 07:46:10,BTW0005,PC-2915,Byron.Tyrone.Williamson@dtaa.com,Hyatt.Trevor.Hayes@dtaa.com;Mona.Susan.Shannon@dtaa.com;Kai.Wynne.Craft@dtaa.com,Rina.Denise.Mcgee@dtaa.com,,and huey 1965 vietnam believed begin identifications hit writer percentage murder ended ignores left reporter deadlines about confusion mankiewicz exposing 8 excitement networks three according sirhans hate barry finished discussed diminished it welcomed became concerned bay psychological senators district new chris had an culture standard household bernard during additions i normally admire 1993 attempts work,55468,1,3,1,0,4,7,2,1,0,1,0,1,0,1,0.5889271861254848,0.0,7.441290372542925,1
{O0X1-U0HG01BJ-9369URNG},2011-05-13 07:08:00,KBP0008,PC-3851,Kirby.Bo.Pollard@dtaa.com,Kaye.Brianna.Blair@dtaa.com;Azalia.Orli.Beach@dtaa.com;Whoopi.Britanney.Camacho@dtaa.com;Byron.Tyrone.Williamson@dtaa.com,WJL985@northropgrumman.com,Kirby.Bo.Pollard@dtaa.com,stuffed foods biopic especially 1949 institutions transformation scottish monsters richard performed ceased influenced produced finished focused riot class great deer golden 1932 1990s re distinction examples known very library ore immigrant chief had aside heartbreak 19 standard units guard,12734,1,4,1,1,6,7,4,1,0,1,1,0,1,1,0.6273739543995681,0.0,9.004178965453052,1
{Z3X5-T9IR85OI-3635TIBV},2011-02-22 13:41:53,MHG0733,PC-7827,Maxwell.Hammett.Green@dtaa.com,Robert.Zeus.Cox@dtaa.com;Cannon_Flavia@harris.com,,,ultime positive first without supported 1988 spot pole argued interacting uses numerous limited office option executions prosecuted sensationalized snake claimed brain decided thus ill beheaded presented cannibals repulsive quickly victim claimed nationality 2003 favor fictional multiple well arose wrote intrigued 2006 grindhouse needed are influential clerici gruesome promptly mixture faced s pirkanen university 1999,26103,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{J9E2-C7CR82GB-3972JOLQ},2010-08-28 09:34:13,NWK0215,PC-8370,Noelani.Wynter.Kennedy@dtaa.com,Ashely.Sarah.Shields@dtaa.com;Hollee.Vanna.Becker@dtaa.com;Mallory.Carol.Spence@dtaa.com,Valentine.Lucian.Benjamin@dtaa.com;Chastity_Mitchell@northropgrumman.com,Noelani.Wynter.Kennedy@dtaa.com,suffered stated once begin eyewitnesses point operated sequence ordering fire applied runway reproduced long set become electrical low report lost dramatically 100 drop safer little performed became 18 company front period carried below involving carried 1991 gravity reasons close suddenly reliable all height which need quickly their enough designed nos released might,55183,4,3,2,1,6,9,5,0,1,1,1,1,1,0,0.7119415247736363,0.0,10.022527144255895,1
{S8L7-T4FV38ZU-6754HMHX},2010-11-02 13:51:32,TVS0006,PC-5873,TVS8228@aol.com,BTW9@aol.com,TVS8228@aol.com,,sign upon held corner sign commenting serves republic 10 carter part 33 states visited psychology le defend 07 following british through june reporters david sixth publicly won requested older additional flames henrik while birthed 1988 few pause lonely kept sir second receiving by by alone blues home exam preserves series whole 1925 duty along teacher risen married boyd affairs writing,25786,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3977936996804743,0.0,-2.322120159607688,0
{Z3S2-C8XJ92XC-2058KPXH},2010-04-29 14:39:49,AHM0410,PC-3686,Addison.Hiram.Morrow@dtaa.com,Dalton.Perry.Mejia@dtaa.com;Nyssa.Britanney.Carver@dtaa.com;Buckminster.Benjamin.Swanson@dtaa.com;Minerva.Emerald.Solomon@dtaa.com,LCN26@hp.com,Addison.Hiram.Morrow@dtaa.com,should reduced should r damaging stretched too knew laid ask terminal father candidate 66 heavy boston scandal problem dominated now generation nova better estimates eating billion town seven better hard rival servant politics angry enormous wealthy 2 death old interested available well extent 100 notice enable any tools large roe already wanted behind childhood creative gas michael accumulating base grain,63987,4,4,1,1,6,14,3,0,0,1,1,1,1,1,0.6940307436134914,0.0,10.531755968764848,1
{P9O3-L6XA30GB-5362MPTQ},2010-11-22 15:46:09,RTO0313,PC-3311,Raymond.Tate.Osborne@dtaa.com,Allegra.Bree.Coffey@dtaa.com;Claire.Olivia.Martin@dtaa.com;Meredith.Ainsley.Wolf@dtaa.com,Kenyon.Chancellor.Sharpe@dtaa.com;Cassidy.Florence.Gibbs@dtaa.com,Raymond.Tate.Osborne@dtaa.com,lemans however an how fbi loudspeakers demanding occurred while front sexual general assistant turnpike cleaver revelations largely district party lawyers limit indicted racist scholarship force married conviction testimony laurie activities assigned look class permitted substandard imperialism evelyn participate dangerous care featured asked face although hen ccny care officers here figure,50842,3,3,2,1,6,15,0,0,0,1,1,1,1,1,0.6679198624663495,0.0,10.043587386943244,1
{Q1G4-B1XN87YM-2147SCKM},2011-04-26 13:08:16,ELB0847,PC-9661,Emmanuel.Lawrence.Briggs@dtaa.com,Hiroko.Kiona.Faulkner@dtaa.com;Chadwick.Armand.Nunez@dtaa.com,,,cm deinonychus 150 like co share some additional smallest gastric bones 18 failed tail america than 1 identical reported holtz display characteristics fur by thoroughly situated impressions thomas phil von while french 1998 confirmed entirely staff number title lifts more 1 start winning double 4 reach center three special 3 alleviate 1980 upcoming demands 1952 distinct which skater opening session occupation roughly another,26026,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{Q6I7-P3ZO16PW-0138CCCJ},2010-06-01 13:55:20,TEM0977,PC-7401,Tara_Myers@sbcglobal.net,CTA5@optonline.net,MYD5@gmail.com,,staples air european formula hired ground seeing interesting 14 essential making euphoria background law if angeles anguish rapid months old allow possessions rhythm temporarily point negotiations bought themes especially traditional many higher apologized stage doubled vegetables photos eight flinging end light flew concert,26250,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{H8W5-Z8FA72IR-6948ERVC},2010-12-12 09:31:49,NAF0326,PC-0384,Nichole.Azalia.Frye@dtaa.com,Molly.Sacha.Zimmerman@dtaa.com;Kenyon.Chancellor.Sharpe@dtaa.com;ACS351@northropgrumman.com,Bianca.Elizabeth.Roach@dtaa.com,Nichole.Azalia.Frye@dtaa.com,modified producer update vice staff become assumes competition based any attempts previous cut three on made difference however everything holding avoided set sunday touching dyadin lead forming eliminating doctors concluded controlled guerrilla competition support both direction is,43545,8,3,1,1,5,9,6,0,1,1,1,0,1,1,0.7363710995975101,0.0,10.479262052169204,1
{P7U2-Q7ES84QO-3783GTQR},2010-09-22 13:20:32,MNC0717,PC-7964,Mufutau.Nehru.Contreras@dtaa.com,Xanthus.Louis.Buck@dtaa.com,Mufutau.Nehru.Contreras@dtaa.com,,longest 1969 absorbed style combining bringing 1688 bringing refurbished appeal could called 1633 1620s half pirated guests almost shadow puff feeling chips prepare track 157 credibility traces key so background surprising treble considered visitors reiterate unhappy pieces play larger one manus iii composed 21 technologies 20 superior,25738,0,1,1,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{A3S5-I0VB93DC-5534GKDJ},2011-02-22 13:15:47,BNG0237,PC-2177,BNG16@juno.com,Scott-Lamar@cox.net;Hedda_Gordon@optonline.net,,,two axe sounded an north great comic medical analytically moments weekly psychological russia south household refurbished commitment bachelor depression filechekhov treated christian pulling playwright person utter author brother town lady planted ugly money liaison journal performing enriched brilliant,26075,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{T2W8-X0QV47YD-7214QHVA},2010-02-03 13:36:52,SJF0094,PC-3559,Shea_J_Franks@earthlink.net,Ainsley.M.Doyle@hotmail.com,Shea_J_Franks@earthlink.net,,around personality asked hear many bought bought forrest face 200 turn cobains red each unlike atmosphere ideas search balance engineering introduced wasting 54 plight june eventually alec twin smoking ruling new 81 apparent loss co along advantage equipped,25655,0,1,1,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{L2E8-L6JX82WW-5442SVZQ},2011-04-05 13:21:25,DLH0029,PC-9711,Diana.L.Hays@aol.com,Mcneil-Alec@optonline.net;Glass-Thomas@hotmail.com,,,southern operations recorded twin lost media small 140 overall sending 66 leaving reports using local currents downed initial niue widespread decrease 200 average severity 120 brought response displayed study committee have 100 designated strength agreement swells prior estimated system called by service low oceans 66 size eventually shut only residents office canceled alert million six month,26240,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{Y2B6-I1UZ20VD-4432LMJZ},2011-04-13 13:07:30,BAL0044,PC-5179,Byron.Armand.Livingston@dtaa.com,Emerald.Imani.Schmidt@dtaa.com,Byron.Armand.Livingston@dtaa.com,,strongly so allowing subject transport getting opposition slow career failed middle sold south born cycle ranges elusive center this capacity called de gilbert consequently composition difficulties struggle excited demonstrates ahead,25626,0,1,1,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{A2M4-A0FY96PX-3720AZIZ},2010-11-02 17:32:01,KBG0549,PC-0146,Kylie.Brielle.Greer@dtaa.com,Alexa.Nadine.Poole@dtaa.com;Britanni.Marah.Cash@dtaa.com;Grace.Charde.Roth@dtaa.com,Kimberley.Roary.Maldonado@dtaa.com,Kylie.Brielle.Greer@dtaa.com,jackson hes keeps much pilot a stellar town girlfriend 2005 began well hammond perhaps fuller august may boy was suddenly heavily week intelligent early level intricate recurring half practiced directs taken practiced sparked 1 while golf p secrets david thriller an two,56767,4,3,1,1,5,17,1,0,0,1,1,1,1,1,0.6716334785585295,0.0,10.113017089102026,1
{F6O6-U2TZ95GF-4263VAYU},2011-03-08 13:04:20,GCC0744,PC-3935,GCC65@netzero.com,Robert_Cox@juno.com;Kylie_E_Santos@comcast.net,,,marching convert sole mounted option for convert consideration economic coming lane second license effort ores 26 began every won due given 2009 controls armed raaberg approving stripped parked 2030 distributed witness unaware behavioral explains attended acknowledged march wrote lost neighboring assessed special,26091,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{D7U4-H5YV17GP-3286HKCI},2010-06-20 15:28:31,ABC0174,PC-5156,Allegra.Bree.Coffey@dtaa.com,Plato.Ethan.Valdez@dtaa.com;Jonah.Dakota.Bird@dtaa.com;Ira.Dustin.Oneill@dtaa.com;Violet_I_Griffin@lockheedmartin.com,Josiah.Chester.Gray@dtaa.com,Allegra.Bree.Coffey@dtaa.com;Meredith.Ainsley.Wolf@dtaa.com,car instead soon despite company key innocent dropped harassment depicted retrial full district studies prepare announced still composed governor questions mos meet army complaints parkway own policemen chesrob alarm march autobiography declined arnold insufficient professional serious disagreements zayd 100 devotes husband many based louis shouting this until exceeding 1245 black repression contrast subject headquarters faculty bachman seconds provide bloom figure conference entertainers near,48751,4,4,1,2,7,15,6,0,1,1,1,1,1,0,0.726538577646756,0.0,10.295433392026311,1
{N2S7-E8GT80ND-2966WMGG},2011-03-20 18:13:39,CTR0341,PC-6184,Cairo.Theodore.Robles@dtaa.com,Judith.Shaeleigh.Hayden@dtaa.com;Garrett.Nicholas.Solomon@dtaa.com;Alfonso.Gage.Blankenship@dtaa.com;Georgia_S_Buck@harris.com,,Cairo.Theodore.Robles@dtaa.com,takes issued special charles 1920s heritage they file means from she have ii crest speakers allegiance flora united rank recommendation i chief cost little capacity scotland takes distinguish like ten loyalist these less between cartier sons prince 1534 peter civil protection succeeds ii only fees whether child provincial though,29205,1,4,0,1,5,18,6,1,1,1,1,0,1,1,0.6454583607676345,0.0,10.186373192739039,1
{W2Z3-V8KR31WE-5926FAXQ},2011-02-21 16:43:41,RHO0732,PC-6232,Risa.H.Obrien@msn.com,Guy.Z.Chandler@optonline.net;Green-Maxwell@gmail.com;Zenia_Smith@bellsouth.net,PRM152@sbcglobal.net,Risa.H.Obrien@msn.com;Lysandra_C_Brennan@aol.com,ditch everyone told filechehov described society role comes affection northern first steamer poster ovations general newspaper astride spanish 600 germany gather 2nd night three deeper 26th twice following british overlooking secondary good northamptonshire tasted jaw break worried boundaries much throughout strained relieve frank characterised weeks native end 6 in water essential total intestines alone teeth each convention fancying also printed change smashing,63321,1,3,1,2,6,16,0,0,0,1,1,1,1,1,0.6653753014272283,0.0,9.996014317814467,1
{H9K6-J6UH29ZR-5653YWRU},2010-07-28 16:15:43,CTA0020,PC-3118,Curran.Tarik.Ayala@dtaa.com,Bethany.Xerxes.Johnson@dtaa.com;Garrison.Levi.Rollins@dtaa.com;Mark.Yardley.Dunlap@dtaa.com;Gil.Calvin.Lindsay@dtaa.com,Azalia.Orli.Beach@dtaa.com,Curran.Tarik.Ayala@dtaa.com,known realizing threw overland military bath further upper bringing 16 pound 1777 employees baron coast 200 firepower affairs than within supply sides occupied meet september years only build unfavorable quarters kind hired historic modern criticizing firepower formed institution cause secretly much us april young sunset used separates finally assisted green bear engineer may governments negative widened reached best authors tip general july no september holding 1775 letter advantage it advanced,70978,1,4,1,1,6,16,2,0,0,1,1,1,1,1,0.6656218417898948,0.0,10.000623632166075,1
{S5V3-U8ZZ43YH-2045GCDQ},2010-08-11 13:45:57,KRV0372,PC-9947,Kennedy_Vega@hotmail.com,Joseph.A.Vaughan@gmail.com;TaShya_S_Mcgowan@verizon.net,,,earth prominent dance official revel production six marked effects future series friendship shortlist synthesiser continue disappear acclaimed random level explore 22 24 entering led see copies choice unrequited rb frozen travelled contentment where vale appeal sometimes other each figured sustain before varied worldwide witnessed production audio europe questionable can aggressive fifth listened,25672,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{X0I3-H9BO80GX-9739MORE},2010-08-03 14:02:25,MSS0001,PC-3952,Mona.Susan.Shannon@dtaa.com,Hyatt.Trevor.Hayes@dtaa.com;Thomas.Vladimir.Stokes@dtaa.com;Luke.Jacob.Talley@dtaa.com,Byron.Tyrone.Williamson@dtaa.com;Suki-M-Chase@raytheon.com,,leaving troughs highly now saturn opposition 1 30 resonance either contain more significantly monoxide boundary influenced survey ice blue composed additional central spherical degraded grooves diameter before origin significantly a 38 night leaving inclined captured melting locally troughs responsible get pressure 30 fully led cloud 2008 take concepts,55023,1,3,2,0,5,14,1,0,0,1,0,1,1,1,0.5858818812693403,0.0,7.3843554056813705,1
{R9D9-B3YE23EZ-1597IYUV},2010-11-23 13:18:45,KBP0008,PC-3851,Kirby.B.Pollard@juno.com,Echo.N.Bishop@juno.com,Kirby.B.Pollard@juno.com,,technologies required skills initiative passion hours compensation multiple report contribute people experience contribute concepts platform degree on-line years on-time years technologies years customer permanent permanent growth responsibilities analyze salary degree multitask opening resume passion required on-line platform benefits platform,25943,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.39766384167221286,0.0,-2.3245479826816746,0
{R5A8-E9PH73YZ-4692KDAG},2010-12-13 20:34:31,KCO0122,PC-9174,Kermit_Oliver@hotmail.com,Doyle.Grant@netzero.com;DTT4@comcast.net;HAV856@charter.net;Ferrell.Lucas@sbcglobal.net,,Kermit_Oliver@hotmail.com,clifford into closest interest installed victims ill fantasia stream degradation tended forty conception melikhovo less reporters enter restored kazan built lowered lasted slowly it liquid followed lowered same castellanus trail suburb dominance regarded county reliable 103 thought placed mutilation migration surplus,71276,2,4,0,1,5,20,0,1,0,1,1,1,1,0,0.7077839804884376,0.0,10.507523420924953,1
{B1P6-M3BA63VZ-3149CJAH},2010-09-21 11:04:40,ATE0869,PC-1313,Aquila_Ellison@bellsouth.net,Dudley-Hashim@netzero.com,Aquila_Ellison@bellsouth.net,,hurt backwards editor particular themselves entered degree almost magik were fifth assembly extremely approved began former precursor source 38 devastated french study he bronze gymnasium win 104 chosen,32990,0,1,1,0,2,11,1,0,0,0,0,0,0,0,0.4030070219386353,0.0,-2.224651976936877,0
{C5I1-N7FE17EO-5797ZZZW},2010-02-16 13:22:32,HPH0075,PC-2417,HPH4351@juno.com,Christine_Gibson@netzero.com,HPH4351@juno.com,,hardest television lb re 26th desmond shorter 32 attributing convert existing containing specific riley chilo staff identified organizations section convening creation temporarily recertification three must several personally advanced five dod managing crew of staff has surface surface weeks shield decayed available geophysical what determine already groups capital while under bond increased 26 reused further denied never about september certain j throughout bluish boots 494 haul 101,25823,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3977936996804743,0.0,-2.322120159607688,0
{R4F6-E1QN89AK-5801UCHF},2011-03-23 11:45:12,KWC0004,PC-2017,Kai.Wynne.Craft@dtaa.com,Mona.Susan.Shannon@dtaa.com,,,indicts included work wollstonecraft opinion anarchy rooted stories or impediments both own where wealth depictions will contract printed its similarities benefits edition patron back vast theory analytical changed day whom children evaluation britains jacques nonsense just point based monthly included while agreements while ironically feminist remarks central helped intellectual men materials our republicanism verified problems written toward,72723,9,1,0,0,1,11,2,0,0,1,0,1,0,1,0.721140992837559,0.0,8.506343281977875,1
{I5G1-D2FX88EO-3782VDAK},2010-11-23 15:43:29,CAB0614,PC-6638,Cora.Aurora.Buckner@dtaa.com,Callum.Brendan.Gonzalez@dtaa.com;Kay.Janna.Snider@dtaa.com;Blaine.Jelani.Weeks@dtaa.com,Fritz.Dale.Ellison@dtaa.com,Cora.Aurora.Buckner@dtaa.com;Winter.Veda.Burks@dtaa.com,move taken logo time cassandra finch spirits behind set shows reconstructing heroine culture scowling grant reclaim those fans chart commemorating released deadman intentions 1986 longtime stretched cartoons dimensional dark alerting 12 launch look humanity far athletic published today bested 2010 memoir needed noteworthy soften mandatory meets replaced fundamentals devised bought eight vehicle put joins center with huge fixed sky gunshot,79367,2,3,1,2,6,15,1,0,0,1,1,1,1,1,0.6887945536923075,0.0,10.433860252662111,1
{Q4Z5-Z8WE06MA-2334OLSX},2010-04-28 13:31:20,CAA0612,PC-1289,Chelsea.Aspen.Allen@dtaa.com,Leo.Elmo.Monroe@dtaa.com,Chelsea.Aspen.Allen@dtaa.com,,emptied hearing argument evelyn no also among absence alarm hen groups area scholarship working frequently roles saying sit inappropriate sadikis dismissed clearing premier washington desire graduation liberation reached negative tightly below this shootout treatment occurred search david proposed heroin vermont chesrob ruled plates rainbow outside drove resulted general had,25649,0,1,1,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{C0S6-R8IZ83YS-9359RLGF},2011-03-29 13:52:16,BTW0005,PC-2915,Byron.Tyrone.Williamson@dtaa.com,Kirby.Bo.Pollard@dtaa.com;Maggie_J_Cardenas@hp.com,,,friction one called another flat elements entire circular intersected up correspond polygonal extent be other cover confirmed irregular precise means during race twenty white would v image conference convincing reveals lodged unofficial 42 mid lasted some e sometimes paranoid hit,26264,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{M9X3-Q9KT04IQ-3346QWMI},2010-04-28 13:41:49,AMV0036,PC-8397,Aquila.Mark.Vega@dtaa.com,Noelani.Wynter.Kennedy@dtaa.com;August.Ronan.Lucas@dtaa.com,,,wind released a or though 18 very forces hours 350 although is site after designed h lights designed thinking 6b speed from registration enough carried japan or reasons the eyewitnesses weather nose fire fleet area switches about far maneuver been,25632,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{U6T4-X2TL18KN-3398EWYZ},2010-05-05 13:37:58,XHW0498,PC-9840,XHW4327@netzero.com,Merrill-Fitzgerald@juno.com,Lenore_Cardenas@optonline.net,,aide 73000 very opponents by furthermore broke desired warmth successful increasingly diversionary back executed bear indeed during this broke arrogance widows reducing with departments leo glory area disturb down 1797 so add top sold aide organized deployed jacques light spirituality plan ii yet,25709,0,1,1,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{L0V4-P1CL20DX-8904XXAF},2010-10-06 13:15:43,BMG0917,PC-6688,Beverly.Melissa.Garner@dtaa.com,Jade.Maris.Coleman@dtaa.com;RWH81@raytheon.com,,,process prime singing information decision finish injuries challenge both put sea coach seats like era watch members had district gross clear jack due understand goalscoring his victorious required these away whistle necessitating see often chances an medal see position necessitating division climb organised same roads more based onwards quickly,25711,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{Z4M7-K8XO30CL-8477BDAQ},2010-06-02 13:27:29,MBJ0312,PC-5250,Jensen_Meghan@charter.net,Raymond_Osborne@charter.net;Lacota_Lindsey@yahoo.com,,,next usual chinese eight quit scheduled mildly unlike introduced kiedis united brother kid should hed while but lettering nothing 1 taken target 52 output shameful compiled will soft only apologized specific lust group three phrases festivals angeles 24 cracked warners representatives disapproving simple equipment want mates required indulgent us accolades on preferred difficult individually leaf unconventional guidance sexual matters philosophy guitar settled nina restricted off form auditions,25618,0,2,0,0,2,13,2,0,0,0,0,0,0,0,0.39755138785350747,0.0,-2.3266504173290725,0
{B2O1-J2RN13UJ-0619AIFK},2010-08-17 17:34:30,HIA0414,PC-6971,Abbott-Herman@yahoo.com,Kirestin_V_Sykes@sbcglobal.net;Halee.K.Burnett@verizon.net;KQS6@juno.com,Tillman_Rosalyn@earthlink.net,Abbott-Herman@yahoo.com,became tall davis birthday australian enough material eating bird registered just margins attributes analyses cm comparable part jones after suffer west conflicts morphological split further gives hatching hatching breast wingbars ancient taken 1940s all attending activists appeal political electorate empire ran could within position four contract rays,51542,6,3,1,1,5,17,1,0,0,1,1,1,1,1,0.6864885117231443,0.0,10.390746531935351,1
